DATE,Ward Code,Areas,Latitude,Longitude,Nearest Station,Elevation,Land Use Classes,Population,Road Density_m,Distance_to_water_m,Soil Type,Built_up%,True_nearest_distance_m,Rainfall_mm,Rainfall_Intensity_mm_hr,Rainfall Days Count,Rainfall_Hours,Predicted_Flood_Risk,Prediction_Confidence
2025-09-21,Ward M/W,RC Marg,19.0443,72.8943,Chembur Nalla,7.0,"residential, slum, mixed_use",710000,10.16,5,Sandy,90.0,416.73,23.7,0.9875,1,24.0,High,0.9926339
2025-09-22,Ward M/W,RC Marg,19.0443,72.8943,Chembur Nalla,7.0,"residential, slum, mixed_use",710000,10.16,5,Sandy,90.0,416.73,43.5,1.8125,1,24.0,High,0.9991548
2025-09-23,Ward M/W,RC Marg,19.0443,72.8943,Chembur Nalla,7.0,"residential, slum, mixed_use",710000,10.16,5,Sandy,90.0,416.73,29.8,1.3545454545454545,1,22.0,High,0.9945956
2025-09-24,Ward M/W,RC Marg,19.0443,72.8943,Chembur Nalla,7.0,"residential, slum, mixed_use",710000,10.16,5,Sandy,90.0,416.73,3.3,0.1571428571428571,1,21.0,High,0.9016132
2025-09-25,Ward M/W,RC Marg,19.0443,72.8943,Chembur Nalla,7.0,"residential, slum, mixed_use",710000,10.16,5,Sandy,90.0,416.73,1.8,0.15,1,12.0,High,0.9054644
2025-09-26,Ward M/W,RC Marg,19.0443,72.8943,Chembur Nalla,7.0,"residential, slum, mixed_use",710000,10.16,5,Sandy,90.0,416.73,3.6,0.2,1,18.0,High,0.9016132
2025-09-13,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,11.8,3.3,1,14.0,High,0.97901034
2025-09-14,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,15.1,2.9,1,19.0,High,0.9777753
2025-09-15,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,82.8,12.7,1,19.0,High,0.99644667
2025-09-16,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,10.6,1.3,1,20.0,High,0.98185354
2025-09-17,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,10.4,1.6,1,21.0,High,0.98185354
2025-09-18,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,18.7,3.3,1,21.0,Moderate,0.59382206
2025-09-19,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,0.0,3.3,0,6.0,High,0.93217266
2025-09-20,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,20.0,0.8333333333333334,1,24.0,Moderate,0.68591595
2025-09-21,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,22.4,0.9333333333333332,1,24.0,Moderate,0.6953083
2025-09-22,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,33.1,1.5761904761904764,1,21.0,Moderate,0.5529035
2025-09-23,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,18.1,0.8227272727272728,1,22.0,Moderate,0.68591595
2025-09-24,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,2.7,0.18,1,15.0,Moderate,0.61479294
2025-09-25,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,2.4,0.1999999999999999,1,12.0,Moderate,0.6112091
2025-09-26,Ward A,Regal Circle,18.9225,72.8312,Arabian Sea ,16.0,"commercial, mixed_use",185000,17.36,9,Urban,90.0,1872.23,3.9,0.2166666666666666,1,18.0,Moderate,0.61855316
2025-09-13,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,12.7,3.5,1,17.0,High,0.9937389
2025-09-14,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,12.2,2.8,1,22.0,High,0.9937389
2025-09-15,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,65.5,10.6,1,18.0,High,0.9995584
2025-09-16,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,5.2,0.9,1,23.0,High,0.994089
2025-09-17,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,25.7,14.8,1,21.0,High,0.51136035
2025-09-18,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,10.4,1.9,1,21.0,High,0.9945979
2025-09-19,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,0.0,0.7,0,3.0,High,0.97755677
2025-09-20,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,22.4,0.9333333333333332,1,24.0,Moderate,0.54069984
2025-09-21,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,23.7,0.9875,1,24.0,Moderate,0.54069984
2025-09-22,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,43.5,1.8125,1,24.0,High,0.9960861
2025-09-23,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,29.8,1.3545454545454545,1,22.0,High,0.5387655
2025-09-24,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,3.3,0.1571428571428571,1,21.0,High,0.8552507
2025-09-25,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,1.8,0.15,1,12.0,High,0.86062133
2025-09-26,Ward K/W,SV Road (Andheri Subway),19.1182,72.8463,Oshiwara River,14.0,"transport, commercial, mixed_use",750000,26.92,14,Urban,90.0,774.49,3.6,0.2,1,18.0,High,0.8552507
2025-09-13,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,12.7,3.5,1,17.0,High,0.9983695
2025-09-14,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,12.2,2.8,1,22.0,High,0.9983695
2025-09-15,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,65.5,10.6,1,18.0,High,0.9997003
2025-09-16,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,5.2,0.9,1,23.0,High,0.99801755
2025-09-17,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,25.7,14.8,1,21.0,High,0.9949774
2025-09-18,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,10.4,1.9,1,21.0,High,0.9985941
2025-09-19,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,0.0,0.7,0,3.0,High,0.9947643
2025-09-20,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,22.4,0.9333333333333332,1,24.0,High,0.9938897
2025-09-21,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,23.7,0.9875,1,24.0,High,0.9938897
2025-09-22,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,43.5,1.8125,1,24.0,High,0.9992791
2025-09-23,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,29.8,1.3545454545454545,1,22.0,High,0.99549794
2025-09-24,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,3.3,0.1571428571428571,1,21.0,High,0.8900238
2025-09-25,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,1.8,0.15,1,12.0,High,0.8942832
2025-09-26,Ward H/W,SV Road (Khar Subway),19.0717,72.8391,Mithi River,5.0,"transport, commercial, mixed_use",410000,21.37,9,Urban,90.0,793.94,3.6,0.2,1,18.0,High,0.8900238
2025-09-13,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,11.8,3.3,1,14.0,High,0.9944687
2025-09-14,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,15.1,2.9,1,19.0,High,0.9940135
2025-09-15,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,82.8,12.7,1,19.0,High,0.9986558
2025-09-16,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,10.6,1.3,1,20.0,High,0.9952062
2025-09-17,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,10.4,1.6,1,21.0,High,0.9952062
2025-09-18,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,18.7,3.3,1,21.0,High,0.9898375
2025-09-19,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,0.0,3.3,0,6.0,High,0.97409874
2025-09-20,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,22.4,0.9333333333333332,1,24.0,High,0.98894787
2025-09-21,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,23.7,0.9875,1,24.0,High,0.98894787
2025-09-22,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,43.5,1.8125,1,24.0,High,0.9983584
2025-09-23,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,29.8,1.3545454545454545,1,22.0,High,0.9909994
2025-09-24,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,3.3,0.1571428571428571,1,21.0,High,0.8188091
2025-09-25,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,1.8,0.15,1,12.0,High,0.82444113
2025-09-26,Ward E,Saat Rasta Junction,18.9754,72.8226,Wadala Nalla,5.0,"commercial, recreation_ground, mixed_use",420000,30.38,6,Urban,90.0,1072.41,3.6,0.2,1,18.0,High,0.8188091
2025-09-13,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,12.7,3.5,1,17.0,High,0.99192953
2025-09-14,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,12.2,2.8,1,22.0,High,0.99192953
2025-09-15,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,65.5,10.6,1,18.0,High,0.9995466
2025-09-16,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,5.2,0.9,1,23.0,High,0.992362
2025-09-17,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,25.7,14.8,1,21.0,Moderate,0.6791106
2025-09-18,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,10.4,1.9,1,21.0,High,0.9930352
2025-09-19,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,0.0,0.7,0,3.0,High,0.9741294
2025-09-20,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,22.4,0.9333333333333332,1,24.0,Moderate,0.7259958
2025-09-21,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,23.7,0.9875,1,24.0,Moderate,0.7259958
2025-09-22,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,43.5,1.8125,1,24.0,High,0.99237305
2025-09-23,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,29.8,1.3545454545454545,1,22.0,Moderate,0.6548927
2025-09-24,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,3.3,0.1571428571428571,1,21.0,High,0.8304537
2025-09-25,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,1.8,0.15,1,12.0,High,0.83659947
2025-09-26,Ward K/E,Saki Naka Junction,19.1031,72.8882,Kurla Nalla,12.0,"commercial, transport, mixed_use",880000,18.81,3,Urban,90.0,56.67,3.6,0.2,1,18.0,High,0.8304537
2025-09-13,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,12.7,3.5,1,17.0,High,0.99720937
2025-09-14,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,12.2,2.8,1,22.0,High,0.99725
2025-09-15,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,65.5,10.6,1,18.0,High,0.9996093
2025-09-16,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,5.2,0.9,1,23.0,High,0.99714464
2025-09-17,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,25.7,14.8,1,21.0,High,0.96701694
2025-09-18,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,10.4,1.9,1,21.0,High,0.9976285
2025-09-19,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,0.0,0.7,0,3.0,High,0.9911179
2025-09-20,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,22.4,0.9333333333333332,1,24.0,High,0.9643314
2025-09-21,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,23.7,0.9875,1,24.0,High,0.9643314
2025-09-22,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,43.5,1.8125,1,24.0,High,0.9985273
2025-09-23,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,29.8,1.3545454545454545,1,22.0,High,0.97034866
2025-09-24,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,3.3,0.1571428571428571,1,21.0,High,0.84292394
2025-09-25,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,1.8,0.15,1,12.0,High,0.84673715
2025-09-26,Ward H/W,Santacruz West,19.0844004,72.8372899,Mithi River,10.61446384,park,880000,2.01427712,1305,Urban,63.48310326,5375.0,3.6,0.2,1,18.0,High,0.84292394
2025-09-13,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,9.5,2.4,1,17.0,High,0.99810326
2025-09-14,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,11.9,2.8,1,22.0,High,0.99810326
2025-09-15,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,29.4,5.5,1,17.0,High,0.9935681
2025-09-16,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,12.9,4.6,1,21.0,High,0.99810326
2025-09-17,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,32.2,14.0,1,22.0,High,0.9935681
2025-09-18,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,12.5,2.0,1,20.0,High,0.9984187
2025-09-19,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,0.0,0.1,0,1.0,High,0.8088733
2025-09-20,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,17.6,0.7333333333333334,1,24.0,High,0.99462885
2025-09-21,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,15.6,0.6782608695652174,1,23.0,High,0.9987068
2025-09-22,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,28.1,1.1708333333333334,1,24.0,High,0.9921016
2025-09-23,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,33.2,1.5090909090909093,1,22.0,High,0.99442405
2025-09-24,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,1.5,0.1666666666666666,1,9.0,High,0.86802876
2025-09-25,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,0.0,0.0,0,0.0,High,0.7387215
2025-09-26,Ward T,Sarojini Naidu Road,19.172,72.9554,Tulsi Lake,6.0,"residential, commercial, mixed_use",640000,15.77,7,Urban,90.0,196.31,1.5,0.1666666666666666,1,9.0,High,0.86802876
2025-09-13,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,12.4,2.1,1,18.0,High,0.99845386
2025-09-14,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,16.3,3.6,1,24.0,High,0.99845386
2025-09-15,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,72.3,13.2,1,18.0,High,0.99966156
2025-09-16,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,7.8,0.9,1,22.0,High,0.998662
2025-09-17,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,15.2,4.5,1,22.0,High,0.99845386
2025-09-18,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,9.9,1.3,1,21.0,High,0.99872977
2025-09-19,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,0.0,3.3,0,6.0,High,0.99499846
2025-09-20,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,22.4,0.9333333333333332,1,24.0,High,0.99612516
2025-09-21,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,23.7,0.9875,1,24.0,High,0.99612516
2025-09-22,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,43.5,1.8125,1,24.0,High,0.999164
2025-09-23,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,29.8,1.3545454545454545,1,22.0,High,0.99640393
2025-09-24,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,3.3,0.1571428571428571,1,21.0,High,0.8892043
2025-09-25,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,1.8,0.15,1,12.0,High,0.8928322
2025-09-26,Ward F/S,Sewri,19.001418,72.8542575,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,3.6,0.2,1,18.0,High,0.8892043
2025-09-13,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,12.4,2.1,1,18.0,High,0.9988741
2025-09-14,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,16.3,3.6,1,24.0,High,0.9988741
2025-09-15,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,72.3,13.2,1,18.0,High,0.99971193
2025-09-16,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,7.8,0.9,1,22.0,High,0.9986884
2025-09-17,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,15.2,4.5,1,22.0,High,0.9988741
2025-09-18,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,9.9,1.3,1,21.0,High,0.9990615
2025-09-19,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,0.0,3.3,0,6.0,High,0.99604756
2025-09-20,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,22.4,0.9333333333333332,1,24.0,High,0.9960742
2025-09-21,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,23.7,0.9875,1,24.0,High,0.9960742
2025-09-22,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,43.5,1.8125,1,24.0,High,0.99933213
2025-09-23,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,29.8,1.3545454545454545,1,22.0,High,0.9970913
2025-09-24,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,3.3,0.1571428571428571,1,21.0,High,0.89156467
2025-09-25,Ward M/W,Shell Colony,19.0431,72.8995,Wadala Nalla,8.0,"commercial, residential, mixed_use",710000,Error: Found no graph nodes within the requested polygon.,12,Sandy,90.0,1497.8,1.8,0.15,1,12.0,High,0.89555013
